Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
2146,Senior Data Analyst,"$57,000.00","$1,03,000.00",3.90,"Cedars-Sinai
3.9",Beverly Hills, CA,"Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
2056,Senior Data Analyst,"$41,000.00","$78,000.00",2.30,"United BioSource
2.3",Blue Bell, PA,"Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),FALSE
826,Data Analyst,"$64,000.00","$1,13,000.00",3.50,"The Judge Group
3.5",Boothwyn, PA,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
679,Data Analyst,"$57,000.00","$67,000.00",3.80,"Mondo
3.8",Boulder, CO,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1573,Marketing Data Analyst,"$49,000.00","$91,000.00",5.00,"Goldstone Partners
5.0",Boulder, CO,"Denver, CO",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),FALSE
1572,Marketing Data Analyst,"$57,000.00","$67,000.00",3.90,"Gloo
3.9",Boulder, CO,"Boulder, CO",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),FALSE
740,Data Analyst,"$1,13,000.00","$1,32,000.00",3.40,"Mercury Insurance Group
3.4",Brea, CA,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
748,Data Analyst,"$35,000.00","$45,000.00",3.40,"Mercury Insurance Group
3.4",Brea, CA,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
433,Data Analyst,"$42,000.00","$76,000.00",3.30,"Stampede Meat, Inc.
3.3",Bridgeview, IL,"Bridgeview, IL",1001 to 5000 employees,,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),FALSE
74,Associate Data Analyst,"$60,000.00","$66,000.00",4.10,"Bosch Group
4.1",Broadview, IL,"Farmington Hills, MI",10000+ employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),FALSE
75,Associate Data Analyst,"$60,000.00","$66,000.00",3.10,"Robert Bosch Tool Corporation
3.1",Broadview, IL,"Mount Prospect, IL",1001 to 5000 employees,1971,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),FALSE
1776,Senior Billing Data Analyst,"$48,000.00","$96,000.00",3.20,"Care Design New York
3.2",Bronx, NY,"Albany, NY",1001 to 5000 employees,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
343,Data Analyst,"$41,000.00","$78,000.00",3.30,"Acacia Network
3.3",Bronx, NY,"Bronx, NY",1001 to 5000 employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),FALSE
293,Data Analyst,"$46,000.00","$87,000.00",3.60,"Revel
3.6",Brooklyn, NY,"Seattle, WA",51 to 200 employees,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),TRUE
1145,Data Management Analyst,"$27,000.00","$52,000.00",3.90,"JPMorgan Chase
3.9",Brooklyn, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
314,Data Analyst,"$51,000.00","$87,000.00",4.70,"Medly Pharmacy
4.7",Brooklyn, NY,"Brooklyn, NY",201 to 500 employees,2017,,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
231,Clinical Data Analyst,"$27,000.00","$52,000.00",,SoluStaff,Brooklyn, NY,"Erdenheim, PA",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1462,Data Analyst,"$48,000.00","$96,000.00",4.50,"Avani Technology Solutions
4.5",Brooklyn, NY,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1135,Data Management Analyst,"$43,000.00","$76,000.00",2.50,"Brooklyn Community Services
2.5",Brooklyn, NY,"Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),FALSE
1936,Senior Data Analyst,"$77,000.00","$1,32,000.00",3.60,"National Grid USA
3.6",Brooklyn, NY,"Waltham, MA",10000+ employees,1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),FALSE
1813,Senior Data Analyst,"$42,000.00","$74,000.00",,Maisonette Careers,Brooklyn, NY,,,,,,,,FALSE
1902,Senior Data Analyst,"$48,000.00","$96,000.00",,NYU Family Health Centers,Brooklyn, NY,,,,,,,,FALSE
325,Data Analyst,"$59,000.00","$85,000.00",4.40,"ZDAAS
4.4",Brooklyn, NY,"Baltimore, MD",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),FALSE
328,Data Analyst,"$59,000.00","$85,000.00",3.40,"Voice
3.4",Brooklyn, NY,,,,Company - Private,,, / Non-Applicable,FALSE
317,Data Analyst,"$51,000.00","$87,000.00",,Hyde Leadership Brooklyn,Brooklyn, NY,"Brooklyn, NY",51 to 200 employees,,School / School District,,, / Non-Applicable,FALSE
1537,Lead Data Analyst,"$43,000.00","$76,000.00",,TapRm,Brooklyn, NY,"New York, NY",,,,,, / Non-Applicable,FALSE
2002,Senior Quality Data Analyst,"$78,000.00","$1,04,000.00",3.40,"SCL Health
3.4",Broomfield, CO,"Broomfield, CO",10000+ employees,1864,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
691,Data Analyst,"$49,000.00","$91,000.00",3.30,"ClientSolv Technologies
3.3",Broomfield, CO,"Greenwood Village, CO",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1578,Marketing Data Analyst,"$78,000.00","$1,04,000.00",4.10,"APN Software Services Inc.
4.1",Broomfield, CO,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
963,Data Analyst,"$78,000.00","$1,04,000.00",3.00,"CenturyLink
3.0",Broomfield, CO,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),FALSE
964,Data Analyst,"$57,000.00","$1,00,000.00",3.00,"CenturyLink
3.0",Broomfield, CO,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),FALSE
1541,Lead Data Analyst,"$57,000.00","$1,00,000.00",3.00,"CenturyLink
3.0",Broomfield, CO,"Monroe, LA",10000+ employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),FALSE
1308,Discovery Data Analyst,"$1,13,000.00","$1,32,000.00",2.90,"NTT DATA, Inc.
2.9",Burbank, CA,"Singapore, Singapore",201 to 500 employees,,Company - Private,Accounting,Accounting & Legal, / Non-Applicable,FALSE
371,Data Analyst,"$55,000.00","$1,03,000.00",4.30,"ConsultNet, LLC
4.3",Burbank, CA,"South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
775,Data Analyst,"$65,000.00","$81,000.00",3.80,"Odesus
3.8",Burbank, CA,"Los Angeles, CA",51 to 200 employees,2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
2102,Senior Data Analyst,"$42,000.00","$66,000.00",4.30,"ConsultNet, LLC
4.3",Burbank, CA,"South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1094,Data Entry Analyst,"$1,13,000.00","$1,32,000.00",2.80,"Information Technology Partners
2.8",Burbank, CA,"Chicago, IL",51 to 200 employees,1991,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
2101,Senior Data Analyst,"$42,000.00","$66,000.00",3.30,"Saicon Consultants Inc
3.3",Burbank, CA,"Overland Park, KS",201 to 500 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
53,Data Analyst,"$37,000.00","$70,000.00",3.90,"Warner Bros. Entertainment
3.9",Burbank, CA,"Burbank, CA",5001 to 10000 employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),FALSE
55,Data Analyst,"$1,13,000.00","$1,32,000.00",3.90,"Warner Bros. Entertainment
3.9",Burbank, CA,"Burbank, CA",5001 to 10000 employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),FALSE
56,Data Analyst,"$1,13,000.00","$1,32,000.00",3.70,"Turner Broadcasting
3.7",Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
1621,Operations Data Analyst,"$35,000.00","$45,000.00",3.70,"Turner Broadcasting
3.7",Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
2046,Senior Data Analyst,"$37,000.00","$70,000.00",3.70,"Turner Broadcasting
3.7",Burbank, CA,"New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),FALSE
2109,Senior Data Analyst,"$1,13,000.00","$1,32,000.00",,Shapestone Inc.,Burbank, CA,,,,,,,,FALSE
54,Data Analyst,"$1,13,000.00","$1,32,000.00",5.00,"WB Technology
5.0",Burbank, CA,"Bishnupur , India",,,Company - Private,,, / Non-Applicable,FALSE
396,Data Analyst,"$37,000.00","$70,000.00",2.80,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8",Burbank, CA,"Burbank, CA",,,Company - Private,,, / Non-Applicable,FALSE
1622,Operations Data Analyst,"$42,000.00","$66,000.00",5.00,"WB Technology
5.0",Burbank, CA,"Bishnupur , India",,,Company - Private,,, / Non-Applicable,FALSE
2047,Senior Data Analyst,"$42,000.00","$66,000.00",5.00,"WB Technology
5.0",Burbank, CA,"Bishnupur , India",,,Company - Private,,, / Non-Applicable,FALSE
2106,Senior Data Analyst,"$65,000.00","$81,000.00",2.80,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8",Burbank, CA,"Burbank, CA",,,Company - Private,,, / Non-Applicable,FALSE
1050,Data and Policy Analyst,"$82,000.00","$1,16,000.00",3.20,"Acumen
3.2",Burlingame, CA,"Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),FALSE
1052,Data and Policy Analyst,"$47,000.00","$74,000.00",3.20,"Acumen
3.2",Burlingame, CA,"Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),FALSE
1053,Data and Policy Analyst,"$93,000.00","$1,59,000.00",3.20,"Acumen
3.2",Burlingame, CA,"Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),FALSE
1184,Data Quality Analyst,"$82,000.00","$1,16,000.00",3.80,"Focal Systems
3.8",Burlingame, CA,"Burlingame, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1185,Data Quality Analyst,"$36,000.00","$67,000.00",3.80,"Focal Systems
3.8",Burlingame, KS,"Burlingame, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
422,Data Analyst,"$67,000.00","$92,000.00",,Bartech Group,Burr Ridge, IL,"South Holland, IL",51 to 200 employees,,Company - Private,Construction,"Construction, Repair & Maintenance", / Non-Applicable,FALSE
468,Data Analyst,"$41,000.00","$78,000.00",3.50,"The Judge Group, Inc.
3.5",Camden, NJ,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2052,Senior Data Analyst,"$64,000.00","$1,13,000.00",3.30,"Cooper University Health Care
3.3",Camden, NJ,"Camden, NJ",5001 to 10000 employees,1887,Hospital,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
475,Data Analyst,"$41,000.00","$78,000.00",3.50,"Eastern Metal Recycling
3.5",Camden, NJ,"Warrington, United Kingdom",1001 to 5000 employees,,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),FALSE
2032,Sport & Data Analyst,"$64,000.00","$1,13,000.00",,Philadelphia 76ers - HBSE,Camden, NJ,,,,,,,,FALSE
1441,Information Security Data Analyst,"$63,000.00","$1,16,000.00",3.60,"i-CST
3.6",Campbell, CA,"South Portland, ME",501 to 1000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2152,Senior IT Data Analyst,"$34,000.00","$61,000.00",2.70,"CNO Financial Group
2.7",Carmel, IN,"Carmel, IN",1001 to 5000 employees,1979,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
658,Data Analyst,"$34,000.00","$61,000.00",3.20,"Allied Solutions
3.2",Carmel, IN,"Carmel, IN",1001 to 5000 employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),FALSE
739,Data Analyst,"$44,000.00","$82,000.00",3.70,"Fairway Independent Mortgage Corporation
3.7",Carrollton, TX,"Madison, WI",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD),FALSE
393,Data Analyst,"$37,000.00","$70,000.00",,NextDeavor Services,Carson, CA,,,,,,,,FALSE
2021,Simulation Data Analyst,"$35,000.00","$42,000.00",2.70,"Hyliion
2.7",Cedar Park, TX,"Cedar Park, TX",1 to 50 employees,2015,Company - Private,Trucking,Transportation & Logistics, / Non-Applicable,FALSE
204,Business Systems Analyst,"$78,000.00","$1,04,000.00",3.50,"The Judge Group, Inc.
3.5",Centennial, CO,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
678,Data Analyst,"$57,000.00","$67,000.00",3.20,"GDKN
3.2",Centennial, CO,"Cooper City, FL",201 to 500 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),FALSE
689,Data Analyst,"$49,000.00","$91,000.00",4.70,"Voca
4.7",Centennial, CO,"Rochester, MN",201 to 500 employees,2005,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
940,Data Analyst,"$78,000.00","$1,04,000.00",2.80,"Forfeiture Support Associates
2.8",Centennial, CO,"Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1915,Senior Data Analyst,"$78,000.00","$1,04,000.00",2.90,"Arrow Electronics
2.9",Centennial, CO,"Centennial, CO",10000+ employees,1935,Company - Public,Wholesale,Business Services,$10+ billion (USD),FALSE
685,Data Analyst,"$49,000.00","$91,000.00",3.70,"TA Digital
3.7",Centennial, CO,"Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
818,Data Analyst,"$78,000.00","$1,04,000.00",3.10,"Contingent Network Services
3.1",Centennial, CO,"West Chester, OH",201 to 500 employees,1984,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),FALSE
690,Data Analyst,"$49,000.00","$91,000.00",,"TechAspect Solutions, Inc. dba TA Digital",Centennial, CO,,,,,,,,FALSE
817,Data Analyst,"$57,000.00","$1,00,000.00",3.60,"Comcast
3.6",Centennial, CO,"Philadelphia, PA",10000+ employees,1963,Company - Public,,,$10+ billion (USD),FALSE
836,Data Analyst,"$37,000.00","$70,000.00",3.10,"Delmarva Foundation
3.1",Cerritos, CA,"Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),FALSE
1128,Data Intelligence Analyst,"$42,000.00","$66,000.00",3.40,"EMINENT, INC.
3.4",Cerritos, CA,"Williamsville, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1129,Data Intelligence Analyst,"$65,000.00","$81,000.00",3.30,"Revolve
3.3",Cerritos, CA,"Cerritos, CA",201 to 500 employees,2003,Company - Public,"Department, Clothing, & Shoe Stores",Retail, / Non-Applicable,FALSE
1029,Data Analyst,"$65,000.00","$81,000.00",5.00,"Georgia IT Inc.
5.0",Cerritos, CA,"Alpharetta, GA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
939,Data Analyst,"$43,000.00","$94,000.00",4.10,"Kineticom
4.1",Chandler, AZ,"San Diego, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
1088,Data Engineer/Data Analyst,"$43,000.00","$94,000.00",3.70,"Infotree Service Inc
3.7",Chandler, AZ,"Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
2044,SQL Data Analyst,"$43,000.00","$94,000.00",3.60,"Signature Consultants
3.6",Chandler, AZ,"Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2179,Systems and Data Analyst,"$46,000.00","$1,02,000.00",3.70,"Infotree Service Inc
3.7",Chandler, AZ,"Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
224,Civil Engineer/GIS Data Analyst,"$43,000.00","$94,000.00",3.70,"Stantec
3.7",Chandler, AZ,"Edmonton, Canada",10000+ employees,1954,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),FALSE
937,Data Analyst,"$43,000.00","$94,000.00",4.10,"Kforce
4.1",Chandler, AZ,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1850,Senior Data Analyst,"$46,000.00","$1,02,000.00",,Bartech Group,Chandler, AZ,"South Holland, IL",51 to 200 employees,,Company - Private,Construction,"Construction, Repair & Maintenance", / Non-Applicable,FALSE
606,Data Analyst,"$50,000.00","$86,000.00",3.20,"Neo Prism Solutions
3.2",Charlotte, NC,"Schaumburg, IL",51 to 200 employees,,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),FALSE
598,Data Analyst,"$50,000.00","$86,000.00",3.90,"Artech LLC
3.9",Charlotte, NC,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
601,Data Analyst,"$50,000.00","$86,000.00",3.80,"Diversant LLC
3.8",Charlotte, NC,"Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
