Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
1356,Finance Data Analyst,"$43,000.00","$94,000.00",4.9,Apex Systems,Jersey City, NJ,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
364,Data Analyst,"$43,000.00","$69,000.00",4.9,Apex Systems,Menlo Park, CA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
1466,Junior Data Analyst,"$43,000.00","$69,000.00",4.9,Apex Systems,Menlo Park, CA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
1598,Mid Level Data Analyst,"$43,000.00","$69,000.00",4.9,Apex Systems,Philadelphia, PA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
1821,Senior Data Analyst,"$43,000.00","$69,000.00",4.9,Apex Systems,Plano, TX,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
2140,Senior Data Governance Analyst,"$60,000.00","$1,24,000.00",4.9,Apex Systems,San Francisco, CA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
2061,Senior Data Analyst,"$46,000.00","$86,000.00",4.9,APN Consulting,New York, NY,"Monmouth Junction, NJ",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
777,Data Analyst,"$57,000.00","$1,04,000.00",4.9,APN Software Services Inc.,Allen, TX,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
2093,Senior Business Analyst,"$42,000.00","$66,000.00",4.9,APN Software Services Inc.,Broomfield, CO,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1932,Senior Data Analyst,"$73,000.00","$82,000.00",4.8,APN Software Services Inc.,New York, NY,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1390,German Speaking Data Analyst,"$58,000.00","$93,000.00",4.8,APN Software Services Inc.,Oakland, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
2212,Technical Business/Data Analyst,"$69,000.00","$1,27,000.00",4.8,APN Software Services Inc.,Plano, TX,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
3,Data Analyst,"$35,000.00","$67,000.00",4.8,APN Software Services Inc.,Plymouth Meeting, PA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
5,Data Analyst,"$35,000.00","$67,000.00",4.8,APN Software Services Inc.,Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1270,Data Visualization Analyst,"$50,000.00","$93,000.00",4.8,APN Software Services Inc.,Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
695,Data Analyst,"$29,000.00","$38,000.00",4.8,APN Software Services Inc.,Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1098,Data Experience Analyst,"$74,000.00","$1,23,000.00",4.8,Apollo Global Management,El Segundo, CA,"New York, NY",1001 to 5000 employees,1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),FALSE
1099,Data Experience Analyst,"$29,000.00","$38,000.00",4.8,Apollo Global Management,El Segundo, CA,"New York, NY",1001 to 5000 employees,1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),FALSE
1175,Data Quality Analyst,"$47,000.00","$76,000.00",4.8,"Apollo Medical Holdings, Inc.",Alhambra, CA,"Sandy, UT",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
1036,Data Analyst,"$41,000.00","$78,000.00",4.8,Apple,Culver City, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1298,Data Analyst,"$98,000.00","$1,14,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
180,Business Data Analyst,"$57,000.00","$67,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
987,Data Analyst,"$37,000.00","$66,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
994,Data Analyst,"$51,000.00","$88,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1348,ETL Data Analyst,"$27,000.00","$52,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
2147,Senior Data Analyst,"$84,000.00","$90,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
2230,TX Healthcare Data/Reporting Analyst,"$77,000.00","$1,32,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
305,Data Analyst,"$51,000.00","$88,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
694,Data Analyst,"$42,000.00","$76,000.00",4.8,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1918,Senior Data Analyst,"$51,000.00","$93,000.00",4.8,AppleOne,Downers Grove, IL,"Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1355,Finance Data Analyst,"$89,000.00","$1,51,000.00",4.8,AppleOne,San Francisco, CA,"Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
190,Business Data Analyst,"$76,000.00","$1,22,000.00",4.8,AppleOne,Woodland Hills, CA,"Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1600,Mid Level Data Analyst,"$57,000.00","$1,04,000.00",4.8,AppleOne,Woodland Hills, CA,"Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1532,Lead Data Analyst,"$46,000.00","$86,000.00",4.8,Applicantz,San Francisco, CA,"Houston, TX",51 to 200 employees,,Company - Public,,, / Non-Applicable,FALSE
1534,Lead Data Analyst,"$47,000.00","$74,000.00",4.8,"Applicantz, Inc.",San Francisco, CA,"Houston, TX",51 to 200 employees,,Company - Public,,, / Non-Applicable,FALSE
1940,Senior Data Analyst,"$93,000.00","$1,59,000.00",4.8,Apptricity Corporation,Irving, TX,"Irving, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),FALSE
1949,Senior Data Analyst,"$51,000.00","$93,000.00",4.8,APR Staffing,Lake Success, NY,,,,,,,,FALSE
1555,Manufacturing Data Analyst,"$42,000.00","$76,000.00",4.8,APR Staffing,New York, NY,,,,,,,,FALSE
1318,Data Analyst,"$42,000.00","$76,000.00",4.7,ApTask,San Francisco, CA,"Iselin, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
314,Data Analyst,"$51,000.00","$87,000.00",4.7,Apto Payments,San Francisco, CA,"San Francisco, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
689,Data Analyst,"$49,000.00","$91,000.00",4.7,ARC Group,Jacksonville, FL,"Burbank, CA",51 to 200 employees,,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
607,Data Analyst,"$50,000.00","$86,000.00",4.7,ArcBest,Plano, TX,"Fort Smith, AR",10000+ employees,1923,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),FALSE
407,Data Analyst,"$60,000.00","$66,000.00",4.7,Arize Corporation,Anaheim, CA,"New York, NY",201 to 500 employees,,Company - Private,Publishing,Media,$50 to $100 million (USD),FALSE
1680,Provider Analytics Data Analyst,"$73,000.00","$82,000.00",4.7,Arizona State University,Tempe, AZ,"Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),FALSE
1138,Data Management Analyst,"$41,000.00","$86,000.00",4.7,"ARK Solutions, Inc.",Austin, TX,"Gainesville, VA",1 to 50 employees,2015,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
383,Data Analyst,"$55,000.00","$1,03,000.00",4.7,Arkhya Tech,San Francisco, CA,"Herndon, VA",1 to 50 employees,2017,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1831,Senior Data Analyst,"$65,000.00","$81,000.00",4.7,"Armada Group, Inc.",San Jose, CA,"Santa Cruz, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1279,Data Warehouse Analyst,"$47,000.00","$76,000.00",4.7,"Armada Group, Inc.",San Jose, CA,"Santa Cruz, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1285,Data Warehouse Analyst,"$74,000.00","$1,23,000.00",4.7,Army Houston Recruiting Battalion,Houston, TX,"Fort Knox, KY",201 to 500 employees,1822,Government,Federal Agencies,Government, / Non-Applicable,FALSE
1280,Data Warehouse Analyst,"$74,000.00","$1,23,000.00",4.7,Arrow Electronics,Centennial, CO,"Centennial, CO",10000+ employees,1935,Company - Public,Wholesale,Business Services,$10+ billion (USD),FALSE
793,Data Analyst,"$37,000.00","$70,000.00",4.7,Artech LLC,Charlotte, NC,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
1369,Finance Data Analyst,"$69,000.00","$1,27,000.00",4.7,Artech LLC,San Francisco, CA,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
292,Data Analyst,"$37,000.00","$66,000.00",4.7,Artech LLC,Sunnyvale, CA,"Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
463,Data Analyst,"$41,000.00","$78,000.00",4.7,Arthur Lawrence,Houston, TX,"Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD),FALSE
1502,Junior Data Analyst,"$35,000.00","$67,000.00",4.7,Arthur Lawrence,Houston, TX,"Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD),FALSE
1582,Master Data Analyst,"$69,000.00","$1,27,000.00",4.7,Artius Solutions,Salt Lake City, UT,,,,,,,,FALSE
384,Data Analyst,"$55,000.00","$1,03,000.00",4.7,Ascension,Austin, TX,"Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
1832,Senior Data Analyst,"$65,000.00","$81,000.00",4.7,Ascension,Austin, TX,"Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
339,Data Analyst,"$60,000.00","$1,10,000.00",4.7,Ascent,Alameda, CA,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1111,Data Governance Analyst,"$37,000.00","$44,000.00",4.7,Ascent,Daly City, CA,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2130,Senior Data Analyst,"$47,000.00","$74,000.00",4.6,Ascent,South San Francisco, CA,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
167,Business Data Analyst,"$42,000.00","$76,000.00",4.6,Ascential,Salt Lake City, UT,"London, United Kingdom",1001 to 5000 employees,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD),FALSE
1207,Data Reporting Analyst,"$42,000.00","$76,000.00",4.6,Asembia,Florham Park, NJ,"Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),FALSE
745,Data Analyst,"$42,000.00","$76,000.00",4.6,"Aspen Careers, LLC",Columbus, OH,,,,,,,,FALSE
868,Data Analyst,"$53,000.00","$1,04,000.00",4.6,Assembly,Austin, TX,"New York, NY",5001 to 10000 employees,1980,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),FALSE
1795,Senior Cloud Data Analyst,"$53,000.00","$1,04,000.00",4.6,Assembly,Austin, TX,"New York, NY",201 to 500 employees,2014,Subsidiary or Business Segment,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
638,Data Analyst,"$99,000.00","$1,78,000.00",4.6,Asset Staffing,Newark, NJ,"New York, NY",201 to 500 employees,,Contract,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
605,Data Analyst,"$50,000.00","$86,000.00",4.6,Atmos Energy Corp.,Dallas, TX,"Dallas, TX",1001 to 5000 employees,1906,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),FALSE
791,Data Analyst,"$54,000.00","$75,000.00",4.6,Atos,Irving, TX,"Bezons, France",10000+ employees,1919,Company - Public,IT Services,Information Technology,$10+ billion (USD),FALSE
1997,Senior Marketing Data Analyst,"$97,000.00","$1,29,000.00",4.6,Atos Healthcare,Irving, TX,,,,,,,,FALSE
1516,Lead Data Analyst,"$73,000.00","$82,000.00",4.6,Atos Syntel Inc.,Phoenix, AZ,"Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),FALSE
1681,Provider Analytics Data Analyst,"$73,000.00","$82,000.00",4.6,Atrium Staffing,Parsippany, NJ,"New York, NY",51 to 200 employees,1995,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
518,Data Analyst,"$30,000.00","$53,000.00",4.6,Attentive,New York, NY,"Braga, Portugal",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
645,Data Analyst,"$93,000.00","$1,59,000.00",4.6,AUDACIOUS STUDIOS LLC,Tempe, AZ,"Tempe, AZ",,,Company - Private,,, / Non-Applicable,FALSE
406,Data Analyst,"$60,000.00","$66,000.00",4.6,AustinCSI,Grapevine, TX,"Plano, TX",51 to 200 employees,2007,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
781,Data Analyst,"$60,000.00","$66,000.00",4.6,Autodesk,Denver, CO,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),FALSE
1429,HR Data Analyst,"$50,000.00","$86,000.00",4.6,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),FALSE
1220,Data Science Analyst,"$27,000.00","$52,000.00",4.6,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),FALSE
752,Data Analyst,"$47,000.00","$76,000.00",4.6,Ava Consulting,Irving, TX,"Dallas, TX",1 to 50 employees,,Company - Public,IT Services,Information Technology,Less than $1 million (USD),FALSE
1451,IT Data Analyst,"$34,000.00","$61,000.00",4.6,"Avacend, Inc.",Austin, TX,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
938,Data Analyst,"$50,000.00","$93,000.00",4.6,"Avacend, Inc.",Austin, TX,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2022,Soapbox Data Analyst,"$57,000.00","$67,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1802,Senior Customer Data Analyst,"$35,000.00","$45,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1828,Senior Data Analyst,"$57,000.00","$1,03,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
727,Data Analyst,"$51,000.00","$87,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
296,Data Analyst,"$46,000.00","$87,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
901,Data Analyst,"$89,000.00","$1,51,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
526,Data Analyst,"$30,000.00","$53,000.00",4.6,"Avacend, Inc.",Denver, CO,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1121,Data Import Analyst,"$41,000.00","$86,000.00",4.6,"Avacend, Inc.",Hilliard, OH,"Alpharetta, GA",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
